Index,FileName,formation_annotatoed,Duration_sec,GPSCoordinates,LocalTime,TripNo,FlightNo,whales,Glare,Sea,Focus,Exposure,Quality Rating,interspecies_status,nadir_shot_available,snapshot_taken,MainActivity,flipper_visible,reason_not taken?,morphometrix_measured,Sleap_Lables_for_Training,pMales,pAdults,pCalves,pOtherSpecies,MaxNumber,Describe,OriginalFileName,exclude for other reasons?,,,
187,/Volumes/GalDron23B/Drone_2023/3222023/Gal2023_DJIMini2_20230322_131424.MP4,,327.460467,NA,2023-03-22 13:14,4,143,whales,2,2,0,1,5,yes,,,travelling,,,,,no,no,yes,no,1,juvenile moving fast,/Volumes/GalDron23B/Drone_2023/03222023/DJI_0225.MP4,,,,
188,/Volumes/GalDron23B/Drone_2023/3222023/Gal2023_DJIMini2_20230322_131952.MP4,,341.407733,-90.563,2023-03-22 13:19,4,143,whales,2,1,2,0,5,,,,travelling,,,,,no,no,yes,no,1,"juvenile moving fast, balaena beauty shots",/Volumes/GalDron23B/Drone_2023/03222023/DJI_0226.MP4,not perpendicular,,,
189,/Volumes/GalDron23B/Drone_2023/3222023/Gal2023_DJIMini2_20230322_132533.MP4,,22.6893333,-90.5617,2023-03-22 13:25,4,143,blank,,,,,,,,,NA,,,,,NA,NA,NA,NA,NA,clock,/Volumes/GalDron23B/Drone_2023/03222023/DJI_0227.MP4,,,,
190,/Volumes/GalDron23B/Drone_2023/3222023/Gal2023_DJIMini2_20230322_151028.MP4,,327.560567,NA,2023-03-22 15:10,4,144,whales,1,1,0,0,2,,,,foraging/breathing,,,,,no,yes,no,no,2,pair of whales,/Volumes/GalDron23B/Drone_2023/03222023/DJI_0229.MP4,,,,
191,/Volumes/GalDron23B/Drone_2023/3222023/Gal2023_DJIMini2_20230322_151055.MP4,,11.9786333,NA,2023-03-22 15:10,4,144,blank,,,,,,,,,NA,,,,,NA,NA,NA,NA,NA,quick whale glimpse,/Volumes/GalDron23B/Drone_2023/03222023/DJI_0228.MP4,,,,
192,/Volumes/GalDron23B/Drone_2023/3222023/Gal2023_DJIMini2_20230322_151645.MP4,,4.07073333,-90.5196,2023-03-22 15:16,4,144,field,,,,,,,,,NA,,,,,NA,NA,NA,NA,NA,NA,/Volumes/GalDron23B/Drone_2023/03222023/DJI_0230.MP4,,,,
193,/Volumes/GalDron23B/Drone_2023/3222023/Gal2023_DJIMini2_20230322_151651.MP4,,98.6986,-90.5192,2023-03-22 15:16,4,144,field,,,,,,,,,NA,,,,,NA,NA,NA,NA,NA,quick whale glimpse,/Volumes/GalDron23B/Drone_2023/03222023/DJI_0231.MP4,,,,
194,/Volumes/GalDron23B/Drone_2023/3222023/Gal2023_DJIMini2_20230322_152752.MP4,,327.493833,-90.5035,2023-03-22 15:27,4,145,whales,1,1,1,0,3,,,,foraging/breathing,,,,,no,yes,yes,no,5,possibly a small male,/Volumes/GalDron23B/Drone_2023/03222023/DJI_0232.MP4,,,,
195,/Volumes/GalDron23B/Drone_2023/3222023/Gal2023_DJIMini2_20230322_153320.MP4,,327.593933,-90.4976,2023-03-22 15:33,4,145,whales,0,1,2,0,3,,,,travelling,,,,,no,yes,yes,no,3,calf travelling after adults dive,/Volumes/GalDron23B/Drone_2023/03222023/DJI_0233.MP4,subsurface mostly,,,
196,/Volumes/GalDron23B/Drone_2023/3222023/Gal2023_DJIMini2_20230322_153847.MP4,,41.3746667,-90.4962,2023-03-22 15:38,4,145,blank,,,,,,,,,NA,,,,,NA,NA,NA,NA,NA,NA,/Volumes/GalDron23B/Drone_2023/03222023/DJI_0234.MP4,,,,
197,/Volumes/GalDron23B/Drone_2023/3222023/Gal2023_DJIMini2_20230322_154614.MP4,,327.460467,-90.489,2023-03-22 15:46,4,146,whales,0,1,1,1,3,,,,travelling,,subsurface whale,,,no,no,yes,no,1,calf moving fast,/Volumes/GalDron23B/Drone_2023/03222023/DJI_0237.MP4,,,,
198,/Volumes/GalDron23B/Drone_2023/3222023/Gal2023_DJIMini2_20230322_155142.MP4,,327.5272,-90.4854,2023-03-22 15:51,4,146,whales,0,1,1,0,2,,,,travelling,,too short,,,no,no,yes,no,1,calf moving fast,/Volumes/GalDron23B/Drone_2023/03222023/DJI_0238.MP4,,,,
199,/Volumes/GalDron23B/Drone_2023/3222023/Gal2023_DJIMini2_20230322_155710.MP4,,37.5041333,-90.4825,2023-03-22 15:57,4,146,blank,,,,,,,,,NA,,,,,NA,NA,NA,NA,NA,clock,/Volumes/GalDron23B/Drone_2023/03222023/DJI_0239.MP4,,,,
200,/Volumes/GalDron23B/Drone_2023/3222023/Gal2023_DJIMini2_20230322_160527.MP4,,327.4271,-90.4734,2023-03-22 16:05,4,147,whales,0,1,1,0,2,,yes,yes,foraging/breathing,,,yes,,no,no,yes,no,1,dive and poop,/Volumes/GalDron23B/Drone_2023/03222023/DJI_0240.MP4,,,,
201,/Volumes/GalDron23B/Drone_2023/3222023/Gal2023_DJIMini2_20230322_161055.MP4,,327.6273,-90.4702,2023-03-22 16:10,4,147,whales,0,1,0,0,1,,,,foraging/breathing,,,,,no,yes,no,no,1,balaena with whale,/Volumes/GalDron23B/Drone_2023/03222023/DJI_0241.MP4,,,,
202,/Volumes/GalDron23B/Drone_2023/3222023/Gal2023_DJIMini2_20230322_161623.MP4,,63.2965667,-90.4669,2023-03-22 16:16,4,147,blank,,,,,,,,,NA,,,,,NA,NA,NA,NA,NA,clock,/Volumes/GalDron23B/Drone_2023/03222023/DJI_0242.MP4,,,,
203,/Volumes/GalDron23B/Drone_2023/3222023/Gal2023_DJIMini2_20230322_162436.MP4,,328.861867,-90.4698,2023-03-22 16:24,4,148,whales,0,1,0,0,1,,,,breathing,,,,,no,yes,no,no,1,single adult/juvenile,/Volumes/GalDron23B/Drone_2023/03222023/DJI_0243.MP4,,,,
204,/Volumes/GalDron23B/Drone_2023/3222023/Gal2023_DJIMini2_20230322_163006.MP4,,338.705033,-90.4575,2023-03-22 16:30,4,148,whales,0,1,0,0,1,,,,breathing,,,,,no,yes,no,no,1,single adult/juvenile,/Volumes/GalDron23B/Drone_2023/03222023/DJI_0244.MP4,,,,
205,/Volumes/GalDron23B/Drone_2023/3222023/Gal2023_DJIMini2_20230322_163544.MP4,,19.1191,-90.4573,2023-03-22 16:35,4,148,blank,,,,,,,,,NA,,,,,NA,NA,NA,NA,NA,clock,/Volumes/GalDron23B/Drone_2023/03222023/DJI_0245.MP4,,,,
206,/Volumes/GalDron23B/Drone_2023/3222023/Gal2023_DJIMini2_20230322_164145.MP4,,327.7274,-90.458,2023-03-22 16:41,4,148,whales,1,1,0,0,2,,,,breathing,,,,,no,yes,yes,no,2,suckling behavior,/Volumes/GalDron23B/Drone_2023/03222023/DJI_0246.MP4,,,,
207,/Volumes/GalDron23B/Drone_2023/3222023/Gal2023_DJIMini2_20230322_164713.MP4,,327.593933,-90.4556,2023-03-22 16:47,4,148,whales,1,1,0,0,2,,,,foraging/breathing,,,,,no,yes,yes,no,2,"suckling behavior, dive",/Volumes/GalDron23B/Drone_2023/03222023/DJI_0247.MP4,,,,
208,/Volumes/GalDron23B/Drone_2023/3222023/Gal2023_DJIMini2_20230322_165241.MP4,,60.6606,-90.455,2023-03-22 16:52,4,148,blank,,,,,,,,,NA,,,,,NA,NA,NA,NA,NA,clock,/Volumes/GalDron23B/Drone_2023/03222023/DJI_0248.MP4,,,,
209,/Volumes/GalDron23B/Drone_2023/3222023/Gal2023_DJIMini2_20230322_171836.MP4,,327.460467,-90.4623,2023-03-22 17:18,4,149,field,,,,,,,,,NA,,,,,NA,NA,NA,NA,NA,balaena beauty shots,/Volumes/GalDron23B/Drone_2023/03222023/DJI_0249.MP4,,,,
210,/Volumes/GalDron23B/Drone_2023/3222023/Gal2023_DJIMini2_20230322_172404.MP4,,342.9426,-90.4616,2023-03-22 17:24,4,149,field,,,,,,,,,NA,,,,,NA,NA,NA,NA,NA,"balaena beauty shots, quick whale glimpse, clock",/Volumes/GalDron23B/Drone_2023/03222023/DJI_0250.MP4,,,,
211,/Volumes/GalDron23B/Drone_2023/3222023/Gal2023_DJIMini2_20230322_173440.MP4,,327.493833,-90.4531,2023-03-22 17:34,4,150,whales,0,1,0,1,2,,yes,yes,breathing,,,yes,,no,yes,yes,no,2,suckling behavior,/Volumes/GalDron23B/Drone_2023/03222023/DJI_0251.MP4,,,,
212,/Volumes/GalDron23B/Drone_2023/3222023/Gal2023_DJIMini2_20230322_174008.MP4,,187.353833,-90.4467,2023-03-22 17:40,4,150,whales,0,1,0,1,2,,,,breathing,,,,,no,yes,yes,no,2,"suckling behavior, dive",/Volumes/GalDron23B/Drone_2023/03222023/DJI_0252.MP4,,,,
213,/Volumes/GalDron23B/Drone_2023/3222023/Gal2023_DJIMini2_20230322_174808.MP4,,119.3192,-90.439,2023-03-22 17:48,4,151,whales,0,1,2,2,5,,,,breathing,,,,,no,yes,yes,no,2,dark - bad quality,/Volumes/GalDron23B/Drone_2023/03222023/DJI_0253.MP4,,,,
214,/Volumes/GalDron23B/Drone_2023/3222023/Gal2023_DJIMini2_20230322_175318.MP4,,302.669033,-90.4346,2023-03-22 17:53,4,151,field,,,,,,,,,NA,,,,,NA,NA,NA,NA,NA,balaena beauty shots,/Volumes/GalDron23B/Drone_2023/03222023/DJI_0254.MP4,,,,
215,/Volumes/GalDron23B/Drone_2023/3222023/Gal2023_DJIMini2_20230322_180433.MP4,,360.193167,-90.4269,2023-03-22 18:04,4,152,whales,0,1,1,1,3,,,,breathing,,,,,no,yes,no,no,1,single adult/juvenile,/Volumes/GalDron23B/Drone_2023/03222023/DJI_0255.MP4,,,,
216,/Volumes/GalDron23B/Drone_2023/3222023/Gal2023_DJIMini2_20230322_181034.MP4,,221.754867,-90.4219,2023-03-22 18:10,4,152,whales,0,1,1,0,2,,,,breathing,,,,,no,yes,no,no,1,single adult/juvenile,/Volumes/GalDron23B/Drone_2023/03222023/DJI_0256.MP4,,,,
217,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_090633.MP4,,327.493833,-90.2441,2023-03-23 09:06,4,153,whales,2,1,0,1,4,,,,foraging/breathing,,,,,no,yes,yes,no,4,"single cluster, dive",/Volumes/GalDron23B/Drone_2023/03232023/DJI_0257.MP4,,,,
218,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_091201.MP4,,327.493833,-90.2435,2023-03-23 09:12,4,153,whales,2,1,0,0,3,,yes,yes,socializing,,,yes,,no,yes,no,no,2,body rubbing,/Volumes/GalDron23B/Drone_2023/03232023/DJI_0258.MP4,,,,
219,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_091728.MP4,,130.964167,-90.2434,2023-03-23 09:17,4,153,blank,,,,,,,,,NA,,,,,NA,NA,NA,NA,NA,clock,/Volumes/GalDron23B/Drone_2023/03232023/DJI_0259.MP4,,,,
220,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_092725.MP4,,327.4271,-90.2429,2023-03-23 09:27,4,154,whales,2,1,2,0,5,,,,breathing,,,,,no,yes,yes,no,2,subsurface whales,/Volumes/GalDron23B/Drone_2023/03232023/DJI_0260.MP4,subsurface mostly,,,
221,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_093253.MP4,,327.593933,-90.248,2023-03-23 09:32,4,154,whales,2,1,0,0,3,,,,socializing,,,,,no,yes,yes,no,2,"subsurface whales, body rubbing, direction shifts",/Volumes/GalDron23B/Drone_2023/03232023/DJI_0261.MP4,,,,
222,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_093820.MP4,,44.2442,-90.2438,2023-03-23 09:38,4,154,blank,,,,,,,,,NA,,,,,NA,NA,NA,NA,NA,clock,/Volumes/GalDron23B/Drone_2023/03232023/DJI_0262.MP4,,,,
223,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_094638.MP4,,327.5272,-90.2491,2023-03-23 09:46,4,155,whales,2,1,2,0,5,,,,breathing,,,,,no,yes,no,no,1,subsurface whale,/Volumes/GalDron23B/Drone_2023/03232023/DJI_0263.MP4,subsurface mostly,,,
224,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_095206.MP4,,339.872867,-90.252,2023-03-23 09:52,4,155,whales,2,1,2,0,5,,,,breathing,,,,,no,yes,no,no,1,subsurface whale,/Volumes/GalDron23B/Drone_2023/03232023/DJI_0264.MP4,subsurface mostly,,,
225,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_095747.MP4,,2.26893333,-90.2503,2023-03-23 09:57,4,155,blank,,,,,,,,,NA,,,,,NA,NA,NA,NA,NA,clock,/Volumes/GalDron23B/Drone_2023/03232023/DJI_0265.MP4,,,,
226,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_100253.MP4,,154.621133,-90.2517,2023-03-23 10:02,4,155,blank,,,,,,,,,NA,,,,,NA,NA,NA,NA,NA,clock,/Volumes/GalDron23B/Drone_2023/03232023/DJI_0266.MP4,,,,
227,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_103159.MP4,,327.493833,-90.274,2023-03-23 10:31,4,156,whales,2,2,0,0,4,,,,foraging/breathing,,,,,no,yes,yes,no,3,"suckling behavior, dive",/Volumes/GalDron23B/Drone_2023/03232023/DJI_0267.MP4,,,,
228,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_103727.MP4,,203.6034,-90.2747,2023-03-23 10:37,4,156,blank,,,,,,,,,NA,,,,,NA,NA,NA,NA,NA,clock,/Volumes/GalDron23B/Drone_2023/03232023/DJI_0268.MP4,,,,
229,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_104850.MP4,,327.493833,-90.2633,2023-03-23 10:48,4,157,whales,,,,,NA,,,,foraging,,,,,no,yes,no,yes,1,"quick whale glimpses (dive), tursiops around",/Volumes/GalDron23B/Drone_2023/03232023/DJI_0269.MP4,dolphins only,,,
230,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_105418.MP4,,327.593933,-90.2626,2023-03-23 10:54,4,157,field,,,,,,,,,NA,,,,,NA,NA,NA,NA,NA,"whales in the distance - sparsely and diving, balaena beauty shots",/Volumes/GalDron23B/Drone_2023/03232023/DJI_0270.MP4,,,,
231,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_105945.MP4,,15.7824333,-90.2703,2023-03-23 10:59,4,157,blank,,,,,,,,,NA,,,,,NA,NA,NA,NA,NA,NA,/Volumes/GalDron23B/Drone_2023/03232023/DJI_0271.MP4,,,,
232,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_132127.MP4,,327.5272,-90.3573,2023-03-23 13:21,4,158,whales,2,2,0,0,4,,,,socializing,,,,,no,yes,yes,no,4,3 juveniles and one adult,/Volumes/GalDron23B/Drone_2023/03232023/DJI_0272.MP4,,,,
233,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_132655.MP4,,327.5272,-90.3598,2023-03-23 13:26,4,158,whales,2,2,0,0,4,,,,socializing,,,,,no,yes,yes,no,4,"adult dove, juveniles playing - body rubbing",/Volumes/GalDron23B/Drone_2023/03232023/DJI_0273.MP4,,,,
234,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_133223.MP4,,75.2418333,-90.3607,2023-03-23 13:32,4,158,blank,,,,,,,,,NA,,,,,NA,NA,NA,NA,NA,clock,/Volumes/GalDron23B/Drone_2023/03232023/DJI_0274.MP4,,,,
235,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_133814.MP4,,327.5272,-90.3626,2023-03-23 13:38,4,158,whales,2,2,0,0,4,,,,socializing,,,,,no,yes,yes,no,5,"3 juveniles goofing, 2 adults",/Volumes/GalDron23B/Drone_2023/03232023/DJI_0275.MP4,,,,
236,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_134342.MP4,,327.560567,-90.3665,2023-03-23 13:43,4,158,whales,2,2,1,0,5,,,,socializing,,,,,no,yes,yes,no,6,"3 juveniles, 3 adults",/Volumes/GalDron23B/Drone_2023/03232023/DJI_0276.MP4,,,,
237,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_134909.MP4,,32.3990333,-90.3656,2023-03-23 13:49,4,158,blank,,,,,,,,,NA,,,,,NA,NA,NA,NA,NA,clock,/Volumes/GalDron23B/Drone_2023/03232023/DJI_0277.MP4,,,,
238,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_135551.MP4,,327.5272,-90.363,2023-03-23 13:55,4,158,whales,2,2,0,0,4,,yes,yes,breathing,,,yes,,no,yes,no,no,3,"separate clusters, some breaches",/Volumes/GalDron23B/Drone_2023/03232023/DJI_0278.MP4,not perpendicular,,,
239,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_140119.MP4,,327.493833,-90.3625,2023-03-23 14:01,4,158,whales,,,,,NA,,,,breathing,,,,,no,yes,no,no,2,"subsurface whale, breach",/Volumes/GalDron23B/Drone_2023/03232023/DJI_0279.MP4,too short,,,
240,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_140647.MP4,,74.5411333,-90.3649,2023-03-23 14:06,4,158,blank,,,,,,,,,NA,,,,,NA,NA,NA,NA,NA,clock,/Volumes/GalDron23B/Drone_2023/03232023/DJI_0280.MP4,,,,
241,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_151302.MP4,,327.493833,-90.3534,2023-03-23 15:13,4,159,whales,1,2,1,0,4,,,,breathing,,,,,no,yes,no,no,3,subsurface whales shifting directions,/Volumes/GalDron23B/Drone_2023/03232023/DJI_0286.MP4,,,,
242,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_151830.MP4,,327.560567,-90.3549,2023-03-23 15:18,4,159,whales,1,1,0,0,2,,yes,yes,breathing,,,yes,,no,yes,no,no,1,single adult/juvenile,/Volumes/GalDron23B/Drone_2023/03232023/DJI_0287.MP4,,,,
243,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_152357.MP4,,66.4997667,-90.3559,2023-03-23 15:23,4,159,blank,,,,,,,,,NA,,,,,NA,NA,NA,NA,NA,clock,/Volumes/GalDron23B/Drone_2023/03232023/DJI_0288.MP4,,,,
244,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_153213.MP4,,327.5272,-90.3596,2023-03-23 15:32,4,160,whales,1,2,0,0,3,,,,breathing,,,,,no,yes,no,no,1,single adult/juvenile,/Volumes/GalDron23B/Drone_2023/03232023/DJI_0289.MP4,,,,
245,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_153741.MP4,,299.165533,-90.3612,2023-03-23 15:37,4,160,whales,1,2,0,0,3,,,,foraging/breathing,,,,,no,yes,no,no,1,single adult/juvenile,/Volumes/GalDron23B/Drone_2023/03232023/DJI_0290.MP4,,,,
246,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_155119.MP4,,36.8034333,-90.3625,2023-03-23 15:51,4,161,field,,,,,,,,,NA,,,,,NA,NA,NA,NA,NA,ocean,/Volumes/GalDron23B/Drone_2023/03232023/DJI_0291.MP4,,,,
247,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_155321.MP4,,327.5272,-90.3625,2023-03-23 15:53,4,161,field,,,,,,,,,NA,,,,,NA,NA,NA,NA,NA,balaena beauty shots,/Volumes/GalDron23B/Drone_2023/03232023/DJI_0292.MP4,,,,
248,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_155849.MP4,,59.9932667,-90.3669,2023-03-23 15:58,4,161,blank,,,,,,,,,NA,,,,,NA,NA,NA,NA,NA,clock,/Volumes/GalDron23B/Drone_2023/03232023/DJI_0293.MP4,,,,
249,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_161840.MP4,,327.5272,-90.3644,2023-03-23 16:18,4,162,whales,0,1,1,0,2,,,,socializing,,,,,no,yes,no,no,3,"splitting, breaching, diving, body rubbing",/Volumes/GalDron23B/Drone_2023/03232023/DJI_0294.MP4,,,,
250,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_162408.MP4,,327.760767,-90.3721,2023-03-23 16:24,4,162,whales,0,1,0,0,1,,,,socializing,,,,,no,yes,no,no,3,one dove,/Volumes/GalDron23B/Drone_2023/03232023/DJI_0295.MP4,,,,
251,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_162936.MP4,,36.3363,-90.3738,2023-03-23 16:29,4,162,blank,,,,,,,,,NA,,,,,NA,NA,NA,NA,NA,clock,/Volumes/GalDron23B/Drone_2023/03232023/DJI_0296.MP4,,,,
252,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_163924.MP4,,327.493833,-90.3865,2023-03-23 16:39,4,163,whales,0,1,2,0,3,,,,travelling,,,,,no,yes,no,no,2,subsurface adut pair,/Volumes/GalDron23B/Drone_2023/03232023/DJI_0297.MP4,subsurface mostly,,,
253,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_164452.MP4,,335.001333,-90.3988,2023-03-23 16:44,4,163,whales,1,1,0,0,2,,,,breathing,,,,,no,yes,no,no,3,subsurface adut pair,/Volumes/GalDron23B/Drone_2023/03232023/DJI_0298.MP4,,,,
254,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_165027.MP4,,14.3143,-90.4026,2023-03-23 16:50,4,163,blank,,,,,,,,,NA,,,,,NA,NA,NA,NA,NA,clock,/Volumes/GalDron23B/Drone_2023/03232023/DJI_0299.MP4,,,,
255,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_170506.MP4,,329.8295,-90.4256,2023-03-23 17:05,4,164,whales,0,1,0,0,1,,,,travelling,,,,,no,yes,yes,no,2,single whale joined by another,/Volumes/GalDron23B/Drone_2023/03232023/DJI_0300.MP4,,,,
256,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_171037.MP4,,327.560567,-90.4331,2023-03-23 17:10,4,164,whales,0,1,0,0,1,,,,socializing,,,,,no,yes,yes,no,2,adut pair,/Volumes/GalDron23B/Drone_2023/03232023/DJI_0301.MP4,,,,
257,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_171604.MP4,,124.958167,-90.4378,2023-03-23 17:16,4,164,whales,0,1,0,0,1,,no,,breathing,,,,,no,yes,yes,no,2,adut pair - quick glimpse,/Volumes/GalDron23B/Drone_2023/03232023/DJI_0302.MP4,too short,,,
258,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_173102.MP4,,331.1308,-90.4472,2023-03-23 17:31,4,165,whales,0,1,0,0,1,,yes,yes,breathing,,,yes,,no,yes,yes,no,2,"suckling behavior, dive",/Volumes/GalDron23B/Drone_2023/03232023/DJI_0303.MP4,,,,
259,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_173634.MP4,,327.560567,-90.4546,2023-03-23 17:36,4,165,whales,0,1,0,0,1,,,,breathing,,,,,no,no,yes,no,1,calf after adults dive,/Volumes/GalDron23B/Drone_2023/03232023/DJI_0304.MP4,,,,
260,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_174201.MP4,,77.7109667,-90.457,2023-03-23 17:42,4,165,blank,,,,,,,,,NA,,,,,NA,NA,NA,NA,NA,clock,/Volumes/GalDron23B/Drone_2023/03232023/DJI_0305.MP4,,,,
261,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_175420.MP4,,330.33,-90.4634,2023-03-23 17:54,4,166,whales,0,1,1,1,3,,,,foraging/breathing,,,,,no,no,yes,no,3,"balaena with whales, diving",/Volumes/GalDron23B/Drone_2023/03232023/DJI_0306.MP4,,,,
262,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_175950.MP4,,327.493833,-90.4679,2023-03-23 17:59,4,166,field,,,,,,,,,NA,,,,,NA,NA,NA,NA,NA,balaena beauty shots,/Volumes/GalDron23B/Drone_2023/03232023/DJI_0307.MP4,,,,
263,/Volumes/GalDron23B/Drone_2023/3232023/Gal2023_DJIMini2_20230323_180518.MP4,,106.039267,-90.4735,2023-03-23 18:05,4,166,blank,,,,,,,,,NA,,,,,NA,NA,NA,NA,NA,clock,/Volumes/GalDron23B/Drone_2023/03232023/DJI_0308.MP4,,,,
264,/Volumes/GalDron23B/Drone_2023/3242023/Gal2023_DJIMini2_20230324_063855.MP4,,336.336,-90.8669,2023-03-24 06:38,4,167,whales,0,1,1,0,2,,,,socializing,,,,,no,yes,no,no,7,clusters splitting and joining,/Volumes/GalDron23B/Drone_2023/03242023/DJI_0309.MP4,,,,
265,/Volumes/GalDron23B/Drone_2023/3242023/Gal2023_DJIMini2_20230324_064432.MP4,,327.593933,-90.8697,2023-03-24 06:44,4,167,whales,0,1,0,0,1,,,,travelling,,,,,no,yes,no,no,4,subsurface whales,/Volumes/GalDron23B/Drone_2023/03242023/DJI_0310.MP4,,,,
266,/Volumes/GalDron23B/Drone_2023/3242023/Gal2023_DJIMini2_20230324_065000.MP4,,47.8811667,-90.8688,2023-03-24 06:50,4,167,blank,,,,,,,,,NA,,,,,NA,NA,NA,NA,NA,clock,/Volumes/GalDron23B/Drone_2023/03242023/DJI_0311.MP4,,,,
267,/Volumes/GalDron23B/Drone_2023/3242023/Gal2023_DJIMini2_20230324_065658.MP4,,327.460467,-90.8664,2023-03-24 06:56,4,167,whales,0,1,0,0,1,,,,socializing,,,,,no,yes,no,no,3,"spy hopping, subsurface",/Volumes/GalDron23B/Drone_2023/03242023/DJI_0312.MP4,,,,
268,/Volumes/GalDron23B/Drone_2023/3242023/Gal2023_DJIMini2_20230324_070226.MP4,,327.560567,-90.8646,2023-03-24 07:02,4,167,whales,0,1,0,0,1,,,,socializing,,,,,no,yes,no,no,3,"spy hopping, subsurface",/Volumes/GalDron23B/Drone_2023/03242023/DJI_0313.MP4,,,,
269,/Volumes/GalDron23B/Drone_2023/3242023/Gal2023_DJIMini2_20230324_070754.MP4,,87.8544333,-90.8647,2023-03-24 07:07,4,167,blank,,,,,,,,,NA,,,,,NA,NA,NA,NA,NA,clock,/Volumes/GalDron23B/Drone_2023/03242023/DJI_0314.MP4,,,,
270,/Volumes/GalDron23B/Drone_2023/3242023/Gal2023_DJIMini2_20230324_071547.MP4,,327.460467,NA,2023-03-24 07:15,4,168,whales,0,1,2,0,3,,,,travelling,,,,,no,yes,no,no,4,subsurface whales,/Volumes/GalDron23B/Drone_2023/03242023/DJI_0316.MP4,subsurface only,,,
271,/Volumes/GalDron23B/Drone_2023/3242023/Gal2023_DJIMini2_20230324_071623.MP4,,11.9786333,NA,2023-03-24 07:16,4,168,field,,,,,,,,,NA,,,,,NA,NA,NA,NA,NA,NA,/Volumes/GalDron23B/Drone_2023/03242023/DJI_0315.MP4,,,,
272,/Volumes/GalDron23B/Drone_2023/3242023/Gal2023_DJIMini2_20230324_072214.MP4,,317.784133,-90.8722,2023-03-24 07:22,4,168,whales,0,1,0,0,1,,yes,yes,travelling,,,yes,,no,yes,no,no,4,subsurface whales,/Volumes/GalDron23B/Drone_2023/03242023/DJI_0317.MP4,,,,
